SEQUENCIA;ATIVO NOVO;ATIVO ANTERIOR;CONCILIAÄ«O;LOCALIZAÄ«O ;CODIGO CENTRO CUSTO;DESCRIÄ«O CENTRO CUSTO;DESCRIÄ«O ;MARCA;MODELO;SERVICE TAG;
INVENTARIO;;;;;;;;;;;
1043;16234;DSM;80003664;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU;DELL;OPTIPLEX 9020;HFW2M22;
1044;18364;;49341;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E19;;
1045;18365;10034;100341;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E19;;
1046;16705;DSM;167050;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU ;DELL;OPTIPLEX 9020;8N3MJ82;
1047;18366;;49431;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E19;;
1048;18367;13000;130001;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;CPU ;DELL;OPTIPLEX 760;GG3VJK1;
1049;18368;12980;129801;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;MONITOR V÷DEO ;DELL;E17;;
1050;18369;11121;111211;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;NOTEBOOK ;DELL;LATITUDE D630;;
1051;16777;;7030050;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1052;N-V;DSM;80004240;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;AR CONDICIONADO ;KOMECO;MAXIME SPLIT;;
1053;N-V;DSM;80004238;MANUTENÄ«O - SUPERVIS«O ;7231;Manutencao Geral;AR CONDICIONADO ;KOMECO;MAXIME SPLIT ;;
1054;18370;;23150;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO BAIXO 2 PORTAS ;;;;
1055;18371;;16480;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO BAIXO 2 PORTAS ;;;;
1056;18372;;22760;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO BAIXO 2 PORTAS CORRER ;;;;
1057;18373;;7030150;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1058;18374;15981;8000249;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO ALTO 2 PORTAS ;;;;
1059;16500;DSM ;165000;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO ALTO 2 PORTAS ;;;;
1060;16499;DSM ;164990;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO ALTO 2 PORTAS ;;;;
1061;16453;DSM;164530;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO ALTO 2 PORTAS ;;;;
1062;18376;15982;80002410;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO ALTO 2 PORTAS ;;;;
1063;18377;11465;7030800;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;AR CONDICIONADO ;LG;SPLIT;;
1064;18378;;27640;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;BANCADA PARA TESTES ELêTRICOS;;;;
1065;18379;;127930;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;CAPELA DE EXAUST«O ;PROJ LAB;;;
1066;18380;;1016850;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;LAVADORA ULTRASS‚NICA ;DELTA;ULTRASONIC CLEANER;;
1067;18381;;30690;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO PAREDE PARA FERRAMENTAS;MARCON;;;
1068;S/N;;85970;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;2 CADEIRAS GIRAT‡RIAS ROD÷ZIOS ;;;;
1069;18382;;88530;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;MESA ESCRIT‡RIO 2 GAVETAS 1,1M;;;;
1070;18383;;156350;MANUTENÄ«O - OFICINA ELêTRICA ;7231;Manutencao Geral;ARMARIO CORTA-FOGO;TEKIN;;;
1071;18384;;137210;MANUTENÄ«O - SALA MEC∂NICOS;7231;Manutencao Geral;ARMARIO ALTO AÄO FERRAMENTAS 2 PORTAS ;MARCON;;;
1072;18385;;7046440;MANUTENÄ«O - SALA MEC∂NICOS;7231;Manutencao Geral;ARMARIO ALTO AÄO FERRAMENTAS 2 PORTAS ;;;;
1073;18386;;7046441;MANUTENÄ«O - SALA MEC∂NICOS;7231;Manutencao Geral;ARMARIO ALTO AÄO FERRAMENTAS 2 PORTAS ;;;;
1074;18387;;35440;MANUTENÄ«O - SALA MEC∂NICOS;7231;Manutencao Geral;ARMARIO ALTO AÄO FERRAMENTAS 2 PORTAS ;;;;
1075;18388;;40420;MANUTENÄ«O - SALA MEC∂NICOS;7231;Manutencao Geral;ARMARIO ALTO AÄO FERRAMENTAS 2 PORTAS ;;;;
1076;104892;;1027610;MANUTENÄ«O ;7231;Manutencao Geral;BALANCIN HIDRµULICO ;;100TON;;
1077;104893;;56261;MANUTENÄ«O ;7231;Manutencao Geral;ASPIRADOR INDUSTRIAL ;NEDERMAN;FILTER CART;;
1078;104894;;8000244;MANUTENÄ«O ;7231;Manutencao Geral;ASPIRADOR INDUSTRIAL ;NEDERMAN;FILTER CART;;
1079;104895;;1026970;MANUTENÄ«O ;7231;Manutencao Geral;MAQUINA DE SOLDA;BAMBOZZI ;TRR 2600S;;
1080;104896;;1026980;MANUTENÄ«O ;7231;Manutencao Geral;MAQUINA DE SOLDA;BAMBOZZI ;TRR 2600S;;
1081;104897;;1026990;MANUTENÄ«O ;7231;Manutencao Geral;MAQUINA DE SOLDA ;ESAB;SMASHWELD 408;;
1082;18389;;7031540;MANUTENÄ«O ;7231;Manutencao Geral;ARMARIO ALTO FERRAMENTAS 2 PORTAS ;MARCON;;;
1083;104898;;1006620;MANUTENÄ«O ;7231;Manutencao Geral;ESTUFA;REVESTARC;RVT E-50 1000W;;
1084;104899;;7730;MANUTENÄ«O ;7231;Manutencao Geral;ROSQUEADEIRA;RIDGID;535 SERIES;;
1085;16623;DSM;166230;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;AR CONDICIONADO ;ELGIN ;SPLIT;;
1086;16622;DSM;166220;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;AR CONDICIONADO ;ELGIN ;SPLIT;;
1087;16246;DSM;80003676;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;CPU;DELL;OPTIPLEX 9020;8DW4M22;
1088;18390;;46660;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1089;18391;;39150;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1090;18392;;146410;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;NOBREAK ;SINUS;TRIAD;;
1091;18393;;1038120;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;NOBREAK ;ARGOS;BETA;;
1092;18394;104431;1014310;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;CORTINA DE AR;GREE;GCA-900LA;;
1093;18395;;30420;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;BANCADA L 8 GAVETAS 4 PORTAS 3+3M;;;;
1094;18396;;7021680;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1095;18397;15294;152940;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;CPU;HP;6200PRO;PRQ216B808;
1096;16257;DSM;80003687;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;CPU;DELL;OPTIPLEX 9020;8GW0M22;
1097;18398;;7022090;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1098;18399;;7022130;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1099;18400;;128960;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;NOBREAK ;SINUS;TRIAD;;
1100;16256;DSM;80003686;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;CPU;DELL;OPTIPLEX 9020;HCW1M22;
1101;18401;;7022320;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1102;18402;;153360;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1103;18403;;7065920;SALA DE CONTROLE - MISTURA ;7225;Zootecnica;NOBREAK ;RCG;MAXCONTROL;;
1104;18404;14633;146330;MISTURA 4 - PAINêIS ELêTRICOS;7225;Zootecnica;ARMARIO ALTO 2 PORTAS ;;;;
1105;18405;;7030190;MISTURA 4 - PAINêIS ELêTRICOS;7225;Zootecnica;MESA ESCRIT‡RIO 1,2M;;;;
1106;18406;13672;7046440;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;ARMARIO ALTO AÄO 2 PORTAS ;;;;
1107;18407;9164;91640;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;ARMARIO BAIXO 2 PORTAS ;;;;
1108;18408;1691;16910;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;ARMARIO BAIXO 2 PORTAS ;;;;
1109;18409;3773;37730;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;MESA ESCRIT‡RIO 1,6M 3 GAVETAS ;;;;
1110;18410;2375;23750;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;GAVETEIRO VOLANTE 3 GAVETAS ;;;;
1111;18411;1735;17350;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;MESA ESCRIT‡RIO 1,6M;;;;
1112;18412;15385;153850;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;MONITOR V÷DEO ;HP;L185b;;
1113;18413;;74480;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;AR CONDICIONADO ;SAMSUNG ;SPLIT VIRUS DOCTOR;;
1114;S/N;;65020;PRODUÄ«O ZOOTêCNICA - SUPERVISORES;7225;Zootecnica;3 CADEIRAS GIRAT‡RIAS ROD÷ZIOS ;;;;
1115;16254;;166950;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;CPU;DELL;OPTIPLEX 9020;3GVXL22;
1116;18414;15358;153580;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1117;18415;15346;153460;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;CPU;HP;6200PRO;BRG216FB2B;
1118;18416;;154230;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;MONITOR ;HP;L185b;;
1119;18417;13556;84191;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;RACK PAREDE INFORMµTICA ;;;;
1120;18418;;88250;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;RACK PAREDE INFORMµTICA COM SWITCH;;;;
1121;S/N;;1022170;CARBOQUELATO - SALA CONTROLE;7224;Carboquelato e Fosfato;AR CONDICIONADO ;SAMSUNG ;SPLIT VIRUS DOCTOR;;
1122;18419;;67500;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;ARQUIVO AÄO 4 GAVETAS ;;;;
1123;18420;;154400;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1124;16252;DSM;80003682;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;CPU;DELL;OPTIPLEX 9020;5GW0M22;
1125;18421;;49391;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E17;;
1126;18422;;99852;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;CPU ;DELL;OPTIPLEX 755;;
1127;18423;;88360;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;ESPECTROFOT‚METRO ;MICRONAL;B572;;
1128;18424;102218;63120;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;PHMETRO;DIGIMED;DM-20;;
1129;18425;4970;49701;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;ANALISADOR DE UMIDADE POR INFRAVERMELHO ;GEHAKA;IV 2000;;
1130;18426;;60482;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E17;;
1131;18427;;129981;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;CPU;DELL;OPTIPLEX 760;CG3VJK1;
1132;18428;;157920;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;IMPRESSORA TêRMICA ;DATAMAX;H-CLASS;;
1133;18429;;167410;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;IMPRESSORA TêRMICA ;ZEBRA;ZN600;;
1134;16843;DSM;168430;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;AR CONDICIONADO ;ELGIN;;;
1135;18430;11257;7021500;SPRAYDRIER-SALA CONTROLE;7226;Spray Drayer;NOBREAK COM BATERIAS;THOR;;;
1136;18431;;156570;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CAPELA;VIDY;2x1,8;;
1137;18432;100678;1006780;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ROTAVAPOR;;;;
1138;18433;;165260;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESTUFA 2 PORTAS ;;;;
1139;18434;;7049350;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;DESTILADOR;MILLI-Q;DIRECT 8;;
1140;18435;;1010390;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;LAVADORA ULTRASS‚NICA ;UNIQUE;;;
1141;18436;;1102080;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;SISTEMA DIGESTOR POR MICROONDAS ;ANTON PAAR;MULTIWAVE ECO;;
1142;18437;;1026470;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CAPELA;COMBATEC;COMBAT 1200;;
1143;18438;;167900;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CAPELA;COMBATEC;COMBAT 1200;;
1144;18439;;80190;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CAPELA ;COMBATEC ;COMBAT 1200;;
1145;18440;104159;1041590;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CHAPA AQUECEDORA;JUNG;;;
1146;18441;100299;7026800;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ANALISADOR DE UMIDADE ;METTLER TOLEDO;HB43;;
1147;18442;937 JAGUARE ;165430;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;BALANÄA SEMI-ANAL÷TICA;METTLER TOLEDO;SB12001;;
1148;18443;5001 JAGUARE ;165420;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;BALANÄA SEMI-ANAL÷TICA;OHAUS;3100g;;
1149;18444;155;166271;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR MEC∂NICO;;;;
1150;18445;101007;1010070;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR MAGNêTICO ;FISATON;1000W;;
1151;18446;6336 JAGUARE ;7027200;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;BALANÄA ANAL÷TICA ;METTLER TOLEDO ;AB-204-S/FACT;;
1152;18447;;7027210;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;BALANÄA ANAL÷TICA ;OHAUS;ADVENTURER 210g;;
1153;18448;;61520;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESTUFA;MARCONI;MA-192;;
1154;18449;;61123;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E17;;
1155;18450;;119710;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;STUDIO;D3L1JJ1;
1156;18451;;71571;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E19;;
1157;18452;;94511;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;OPTIPLEX 745;F1GNHD1;
1158;18454;101377;1013771;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESPECT‚METRO AT‚MICO;VARIAN;710-ZS;;
1159;18455;8041;80410;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CENTR÷FUGA REFRIGERADA;NOVATECNICA;NT-815;;
1160;18456;100659;88360;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESPECT‚METRO UV;VARIAN;50 BIO;;
1161;18457;100689;1006890;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;SELADORA DE CµPSULAS ;TEPRON;;;
1162;18458;101965;57321;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MICROSC‡PIO COM C∂MERA ;MICRONAL-OLYMPUS;;;
1163;18459;100693;220;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MICROSC‡PIO ;NIKON;ECLIPSE E200;;
1164;18460;6709 JAGUARE ;1010410;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;DESTILADOR;IKA;RV-10;;
1165;18453;8887;7041291;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;NOTEBOOK ;ITAUTEC;INFOWAY NOTE8610SS;;
1166;18461;;7066928;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AR CONDICIONADO ;SPRINGER ;SPLIT;;
1167;18462;;157440;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CONJUNTO ARMµRIOS LABORAT‡RIO COM 14M TOTAIS COM 13 PORTAS E 20 GAVETAS ;;;;
1168;18463;;30730;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ANALISADOR DE P‡;HEUBACH;DUSTMETER;;
1169;18464;;166250;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;PENEIRA VIBRAT‡RIA ;RETSCH;AS200;;
1170;18465;;165570;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESTUFA;NOVA êTICA;;;
1171;18466;102669;;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;TESTADOR DE OVOS DIGITAL;;DET-6000;;
1172;18467;;7022820;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ANALISADOR DE DENSIDADE APARENTE E COMPACTADA;ETHIK;;;
1173;18468;;165270;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;DIVISOR DE AMOSTRAS;RETSCH;PT-100;;
1174;18469;16626;165250;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MOINHO CRIOG“NICO ;RETSCH;CRYOMILL;;
1175;18470;;165580;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MOINHO;RETSCH;ZM-200;;
1176;18471;104160;1041600;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MOINHO DE FACAS;RETSCH;GM-200;;
1177;18472;;167960;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CAMARA CLIMµTICA ;ETHIK;420-150L;;
1178;S/N;4728;89480;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AR CONDICIONADO ;BRYANT;SPLIT ;;
1179;18473;;157430;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CONJUNTO ARMµRIOS LABORAT‡RIO COM 27M TOTAIS 37 PORTAS E 28 GAVETAS  ;;;;
1180;18474;;89490;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AR CONDICIONADO ;CARRIER;SPLIT;;
1181;18475;;89500;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AR CONDICIONADO ;CARRIER ;SPLIT;;
1182;18476;100670;1006700;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ULTRA FREEZER ;AMERICAN LAB;AL-374-80V;;
1183;18477;100324;64752;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;REFRIGERADOR DUPLEX ;BRASTEMP;SUPERFREEZER 470;;
1184;18478;101325;40450;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;FREEZER HORIZONTAL 2 PORTAS ;METALFRIO;;;
1185;18479;100682;1620;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR MEC∂NICO ;;;;
1186;18480;102775;1027750;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR MAGNêTICO ;IKA;C-MAG HS4;;
1187;16627;DSM;166270;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR MAGNêTICO ;IKA;C-MAG HS7;;
1188;18481;;80001635;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;RACK INFORMµTICA COM 5 PATCH PANELS E DISTRIBUIDOR INTERNO ‡PTICO ;;;;
1189;18482;;81300;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;SWITCH 26 PORTAS;3COM;4200;;
1190;18483;101329;1680;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;FRIGOBAR ;CONSUL ;120;;
1191;18484;14265;7041181;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E17;;
1192;18485;14151;7043370;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;OPTIPLEX 780;5T74JM1;
1193;18486;15494;51702;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E21;;
1194;18487;15033;80003648;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;OPTIPLEX 7010;GSY61Y1;
1195;18488;15493;51652;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E21;;
1196;18489;15032;80003673;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;OPTIPLEX 7010;2LY61Y1;
1197;18490;11090;110901;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MONITOR V÷DEO ;DELL;E19;;
1198;18491;11199;111991;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;CPU;DELL;OPTIPLEX 755;JWX7LH1;
1199;18492;15937;159370;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;FRAGMENTADORA DE PAPêIS ;APP-TECH;S2500;;
1200;18493;;80002421;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AR CONDICIONADO ;HITACHI ;SPLIT;;
1201;18494;;1042730;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;MOINHO FACAS;;;;
1202;18495;;1036620;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;FORNO MUFLA;QUIMIS;;;
1203;18496;;1042550;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;FORNO MUFLA;QUIMIS;0318S251;;
1204;18497;;146010;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;NOBREAK ;DACNET;E SERIES DX;;
1205;18498;;51171;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;NOBREAK ;DACNET;E SERIES DX;;
1206;105044;101249;1651;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;ESTUFA INOX 4 PORTAS;;;;
1207;105045;100680;67830;SPRAYDRIER- LABORAT‡RIO ;7226;Spray Drayer;AGITADOR ;ALWIS;;;
1208;18499;;67510;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;ARQUIVO AÄO 4 GAVETAS ;;;;
1209;18500;13997;139970;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;MONITOR V÷DEO ;DELL;E21;;
1210;18501;15345;153450;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;CPU;HP;6200PRO;BRG216FC1P;
1211;18502;15359;153590;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;MONITOR V÷DEO ;SAMSUNG ;SYNCMASTER SA550;;
1212;16242;DSM;80003672;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;CPU ;DELL;OPTIPLEX 9020;1GW4M22;
1213;16122;DSM;80002422;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;AR CONDICIONADO ;SAMSUNG ;SPLIT;;
1214;18503;13561;88240;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;RACK PAREDE INFORMµTICA COM PATCH PANEL E DISTRIBUIDOR OPTICO;;;;
1215;18504;;84150;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;RACK PAREDE INFORMµTICA COM PATCH PANEL;;;;
1216;18505;11869;118690;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;SWITCH 12 PORTAS;CISCO;CATALYST 2955;;
1217;18506;11897;128970;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;NOBREAK ;SINUS ;TRIAD;;
1218;18507;;146020;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;NOBREAK ;ARGOS;;;
1219;18508;;7021500;POLIVITAM÷NICO- SALA DE CONTROLE ;7222;Polivitaminicos;NOBREAK ;THOR;;;
1220;105172;3260;1020660;MICROPESAGEM;7222;Polivitaminicos;CARROUSSEL COM 24 COMPARTIMENTOS INOX;;;;
1221;105173;102067;1020670;MICROPESAGEM;7222;Polivitaminicos;MISTURADOR EM V;;;;
1222;18509;;167220;MICROPESAGEM;7222;Polivitaminicos;FREEZER;BOSCH;32;;
1223;105174;;120980;MICROPESAGEM;7222;Polivitaminicos;BALANÄA PLATAFORMA ;ALFA;180Kg;;
1224;105175;;1027680;MICROPESAGEM;7222;Polivitaminicos;ASPIRADOR INDUSTRIAL ;NEDERMAN;;;
1225;16545;DSM;165450;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA PLATAFORMA M‡VEL ;TOLEDO;250Kg;;
1226;18510;9275 JAGUARE ;9275-0;GRANJA;7240;Laboratorio de Pesquisa;AQUECEDOR ;;MA-42;;
1227;18511;;7036660;GRANJA;7240;Laboratorio de Pesquisa;PALETEIRA HIDRµULICA ;PALETRANS ;;;
1228;16543;DSM;165430;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA BANCADA;TOLEDO ;PRIX 6Kg;;
1229;18513;;1038000;GRANJA;7240;Laboratorio de Pesquisa;BALANÄA BANCADA ;TOLEDO ;PRIX 6Kg;;
1230;18512;15453;51632;GRANJA;7240;Laboratorio de Pesquisa;MONITOR V÷DEO ;DELL;E19;;
1231;18514;15001;80003661;GRANJA;7240;Laboratorio de Pesquisa;CPU;DELL;OPTIPLEX 7010;73W61Y1;
1232;18515;13560;80701;GRANJA;7240;Laboratorio de Pesquisa;RACK PAREDE INFORMµTICA ;;;;
1233;18516;14496;144960;GRANJA;7240;Laboratorio de Pesquisa;SWITCH 8 PORTAS;H3C;S3100 SERIES;;
