ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
1;104451;111551378;;FOSFATO-REATORES;RE-53101A;Y-531-002;7224;CARBOQUELATO;REATOR 1;;;
2;104451;1027560;0001;FOSFATO-REATORES;RE-53101A;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR;;;
3;104452;41213063;;FOSFATO-REATORES;RE-53101B;Y-531-002;7224;CARBOQUELATO;REATOR 2;;;
4;104452;;0001;FOSFATO-REATORES;RE-53101B;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;;;
5;104453;37020;;FOSFATO-REATORES;RE-53101C;Y-531-002;7224;CARBOQUELATO;REATOR 3;;;
6;104453;;0001;FOSFATO-REATORES;RE-53101C;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;;;
7;104454;37030;;FOSFATO-REATORES;RE-53101D;Y-531-002;7224;CARBOQUELATO;REATOR 4;;;
8;104454;;0001;FOSFATO-REATORES;RE-53101D;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;;;
9;104455;1024860;;FOSFATO-REATORES;RE-53101E;Y-531-004;7224;CARBOQUELATO;REATOR 5;;;
10;104455;;0001;FOSFATO-REATORES;RE-53101E;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;;
11;104456;1024880;;FOSFATO-REATORES;RE-53101F;Y-531-004;7224;CARBOQUELATO;REATOR 6;;;
12;104456;;0001;FOSFATO-REATORES;RE-53101F;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;;
13;104457;1024890;;FOSFATO-REATORES;RE-53101G;Y-531-004;7224;CARBOQUELATO;REATOR 7;;;
14;104457;;0001;FOSFATO-REATORES;RE-53101G;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;;
15;104458;1024900;;FOSFATO-REATORES;RE-53101H;Y-531-004;7224;CARBOQUELATO;REATOR 8;;;
16;104458;;0001;FOSFATO-REATORES;RE-53101H;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;;
17;104459;1029650;;FOSFATO-REATORES;RO-53116A;Y-531-002;7224;CARBOQUELATO;ROSCA TRANSPORTADORA;;;
18;104459;;0001;FOSFATO-REATORES;RO-53116A;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;;;
19;104460;98900;;FOSFATO-REATORES;RO-53116D;Y-531-004;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
20;104460;;0001;FOSFATO-REATORES;RO-53116D;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;;
21;104461;1023160;;FOSFATO-REATORES;TQ-53106C;Y-531-002;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA;;
22;104462;1023170;;FOSFATO-REATORES;TQ-53106D;Y-531-002;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA;;
23;104463;1023180;;FOSFATO-REATORES;TQ-53106E;Y-531-002;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
24;104464;1023190;;FOSFATO-REATORES;TQ-53106F;Y-531-002;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
25;104465;1023200;;FOSFATO-REATORES;TQ-53106I;Y-531-004;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
26;104466;1023210;;FOSFATO-REATORES;TQ-53106J;Y-531-004;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
27;104467;1023220;;FOSFATO-REATORES;TQ-53106K;Y-531-004;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
28;104468;1028950;;FOSFATO-REATORES;TQ-53106L;Y-531-004;7224;CARBOQUELATO;BALANÄA PARA ACIDO;ALFA ;;
29;104469;;;FOSFATO-REATORES;TQ-53106H;Y-531-004;7224;CARBOQUELATO;RESERVAT‡RIO CIL÷NDRICO HORIZONTAL PARA µCIDO ;;;102323
30;104470;102324;;FOSFATO-REATORES;TQ-53106G;Y-531-004;7224;CARBOQUELATO;RESERVAT‡RIO CIL÷NDRICO HORIZONTAL PARA µCIDO ;;;
31;104471;102325;;FOSFATO-REATORES;TQ-53106B;Y-531-002;7224;CARBOQUELATO;RESERVAT‡RIO CIL÷NDRICO HORIZONTAL PARA µCIDO ;;;
32;104472;102326;;FOSFATO-REATORES;TQ-53106A;Y-531-002;7224;CARBOQUELATO;RESERVAT‡RIO CIL÷NDRICO HORIZONTAL PARA µCIDO ;;;
33;104473;98880;;FOSFATO-REATORES;RO-53116B;Y-531-002;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
34;104473;;0001;FOSFATO-REATORES;RO-53116B;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;SEW;55HP 1170RPM;
35;104474;98890;;FOSFATO-REATORES;RO-53116E;Y-531-004;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
36;104474;;0001;FOSFATO-REATORES;RO-53116E;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;;55HP 1170RPM;
37;104475;7049750;;FOSFATO-REATORES;EX-52303A;Y-531-004;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
38;104745;;0001;FOSFATO-REATORES;EX-52303A;Y-531-004;7224;CARBOQUELATO;MOTOR ELêTRICO ;;;
39;104476;102367;;FOSFATO-REATORES;RO-53116F;Y-531-004;7224;CARBOQUELATO;ROSCA TRANSPORTADORA INCLINADA;;;
40;104476;;0001;FOSFATO-REATORES;RO-53116F;Y-531-004;7224;CARBOQUELATO;MOTOREDUTOR ;102368;;
41;104477;;;FOSFATO-REATORES;RO-53116C;Y-531-002;7224;CARBOQUELATO;ROSCA TRANSPORTADORA INCLINADA;;;102366
42;104477;;0001;FOSFATO-REATORES;RO-53116C;Y-531-002;7224;CARBOQUELATO;MOTOREDUTOR ;102365;;
43;104478;1028990;;FOSFATO-SECADORES;SE-53203B;Y-532-001;7224;CARBOQUELATO;SECADOR 1;;;
44;104478;;0001;FOSFATO-SECADORES;SE-53203B;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;102373;;
45;104478;412156115;0002;FOSFATO-SECADORES;EX-53203B-01;Y-532-001;7224;CARBOQUELATO;QUEIMADOR;;;
46;104479;98870;;FOSFATO-SECADORES;RO-53216E;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
47;104479;;0001;FOSFATO-SECADORES;RO-53216E;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
48;104480;102392;;FOSFATO-SECADORES;MO-53204B;Y-532-001;7224;CARBOQUELATO;MOINHO 1;;;
49;104480;55861;0001;FOSFATO-SECADORES;MO-53204B;Y-532-001;7224;CARBOQUELATO;MOTOR ELêTRICO ;30cv 3530rpm;;
50;104481;1014661;;FOSFATO-SECADORES;RO-53216D;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
51;104481;;0001;FOSFATO-SECADORES;RO-53216D;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
52;104482;1019840;;FOSFATO-SECADORES;RO-53216C;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
53;104482;;;FOSFATO-SECADORES;RO-53216C;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
54;104483;1019850;;FOSFATO-SECADORES;RO-53216B;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
55;104483;;0001;FOSFATO-SECADORES;RO-53216B;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;25Cv 1750rpm;;
56;104484;1019860;;FOSFATO-SECADORES;RO-53216A;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
57;104484;;0001;FOSFATO-SECADORES;RO-53216A;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
58;104485;102393;;FOSFATO-SECADORES;MO-53204C;Y-532-001;7224;CARBOQUELATO;MOINHO 2;;;
59;104484;;0001;FOSFATO-SECADORES;MO-53204C;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
60;104486;1042160;;FOSFATO-SECADORES;MO-53204A;Y-532-001;7224;CARBOQUELATO;MOINHO 3;;;
61;104486;;0001;FOSFATO-SECADORES;MO-53204A;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
62;104487;102855;;FOSFATO-SECADORES;RO-53316F;Y-532-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA ;;;
63;104487;;0001;FOSFATO-SECADORES;RO-53316F;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
64;104488;33120;;FOSFATO-SECADORES;SE-53203A;Y-532-001;7224;CARBOQUELATO;SECADOR 2;;;
65;104488;;0001;FOSFATO-SECADORES;SE-53203A;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
66;104488;45321;0002;FOSFATO-SECADORES;EX-53203A-01;Y-532-001;7224;CARBOQUELATO;QUEIMADOR;;;
67;104489;102854;;FOSFATO-SECADORES;EC-53214A;Y-532-001;7224;CARBOQUELATO;ELEVADOR CANECAS 1;;;
68;104489;;0001;FOSFATO-SECADORES;EC-53214A;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
69;104490;102871;;FOSFATO-RESFRIADOR-PENEIRAMENTO;PE-53315A;Y-533-001;7224;CARBOQUELATO;PENEIRA 2;PCC 2F;;
70;104490;55801;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;PE-53315A;Y-533-001;7224;CARBOQUELATO;MOTOR ELêTRICO ;7,5cv;;
71;104491;102872;;FOSFATO-RESFRIADOR-PENEIRAMENTO;PE-53315B;Y-533-001;7224;CARBOQUELATO;PENEIRA 1;;;
72;104491;55810;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;PE-53315B;Y-533-001;7224;CARBOQUELATO;MOTOR ELêTRICO ;7,5cv;;
73;104492;70480020;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;FL-53302A-01;Y-533-001;7224;CARBOQUELATO;FILTRO ;;;
74;104492;7048000;;FOSFATO-RESFRIADOR-PENEIRAMENTO;MG-53302A;Y-533-001;7224;CARBOQUELATO;MOEGA;;;
75;104493;7066981;;FOSFATO-RESFRIADOR-PENEIRAMENTO;SE-53303A;Y-533-001;7224;CARBOQUELATO;RESFRIADOR;;;
76;104493;;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;SE-53303A;Y-533-001;7224;CARBOQUELATO;MOTOREDUTOR ;102870;;
77;104494;;;FOSFATO-RESFRIADOR-PENEIRAMENTO;RO-53316G;Y-533-001;7224;CARBOQUELATO;ROSCA TRANSPORTADORA INCLINADA ;;;
78;104494;;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;RO-53316G;Y-533-001;7224;CARBOQUELATO;MOTOREDUTOR ;104249;;
79;104495;1023350;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;FL-53302B-01;Y-533-001;7224;CARBOQUELATO;FILTRO ;;;
80;104495;1020390;;FOSFATO-RESFRIADOR-PENEIRAMENTO;MG53302B;Y-533-001;7224;CARBOQUELATO;MOEGA 3 DO RESFRIADOR;;;102861
81;104496;1023360;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;FL-53302C-01;Y-533-001;7224;CARBOQUELATO;FILTRO ;;;
82;104496;85580;;FOSFATO-RESFRIADOR-PENEIRAMENTO;MG53302C;Y-533-001;7224;CARBOQUELATO;MOEGA 2 DO RESFRIADOR;;;102862
83;104497;7048004;;FOSFATO-RESFRIADOR-PENEIRAMENTO;MG53302D;Y-533-001;7224;CARBOQUELATO;MOEGA 1 Do RESFRIADOR ;;;
84;103498;102878;;FOSFATO-SECADORES;EC-53214B;Y-532-001;7224;CARBOQUELATO;ELEVADOR CANECAS 2;;;
85;103498;;0001;FOSFATO-SECADORES;EC-53214B;Y-532-001;7224;CARBOQUELATO;MOTOREDUTOR ;;;
86;104499;102876;;FOSFATO-RESFRIADOR-PENEIRAMENTO;TP-53319A;Y-533-001;7224;CARBOQUELATO;TRANSPORTADOR PNEUMµTICO ;;;
87;104501;7049720;;FOSFATO-RESFRIADOR-PENEIRAMENTO;EX-53302A-01;Y-533-001;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO;;;
88;104501;55821;0001;FOSFATO-RESFRIADOR-PENEIRAMENTO;EX-53302A-01;Y-533-001;7224;CARBOQUELATO;MOTOR ELêTRICO ;102865;;
89;104502;;;FOSFATO-SECADORES;EX-53203A-02;Y-532-001;7224;CARBOQUELATO;EXAUSTOR CENTR÷FUGO ;;;
90;104502;55831;0001;FOSFATO-SECADORES;EX-53203A-02;Y-532-001;7224;CARBOQUELATO;MOTOR ELêTRICO ;75cv 1775rpm;;
91;104503;1023370;0001;FOSFATO-SECADORES;FL-53202A-01;Y-532-001;7224;CARBOQUELATO;FILTRO ;;;
92;104503;8000725;;FOSFATO-SECADORES;MG-53202A;Y-532-001;7224;CARBOQUELATO;MOEGA;;;102395
93;104504;1023380;0001;FOSFATO-SECADORES;FL-53202B-01;Y-532-001;7224;CARBOQUELATO;FILTRO ;;;
94;104504;1017290;;FOSFATO-SECADORES;MG-53202B;Y-532-001;7224;CARBOQUELATO;MOEGA;;;102396
95;104505;1023390;0001;FOSFATO-SECADORES;FL-53202C-01;Y-532-001;7224;CARBOQUELATO;FILTRO ;;;
96;104505;1017300;;FOSFATO-SECADORES;MG-53202C;Y-532-001;7224;CARBOQUELATO;MOEGA;;;102397
97;104506;1023400;0001;FOSFATO-SECADORES;FL-53202D-01;Y-532-001;7224;CARBOQUELATO;FILTRO ;;;
98;104506;85490;;FOSFATO-SECADORES;MG-53202D;Y-532-001;7224;CARBOQUELATO;MOEGA;;;102398
99;104589;1029340;0001;FOSFATO-REATORES;FL-53102B-01;Y-531-001;7224;CARBOQUELATO;FILTRO ;;;
100;104589;102343;;FOSFATO-REATORES;MG-53102A;Y-531-001;7224;CARBOQUELATO;MOEGA;;;
101;104593;1029320;0001;FOSFATO-REATORES;FL-53102E-01;Y-531-002;7224;CARBOQUELATO;FILTRO ;;;
102;104593;102327;;FOSFATO-REATORES;MG-53102E;Y-531-002;7224;CARBOQUELATO;MOEGA-BALANÄA;;;
103;104594;1029330;0001;FOSFATO-REATORES;FL-53102F-01;Y-531-002;7224;CARBOQUELATO;FILTRO ;;;
104;104594;102328;;FOSFATO-REATORES;MG-53102F;Y-531-002;7224;CARBOQUELATO;MOEGA;;;
105;104590;102344;;FOSFATO-REATORES;MG-53102B;Y-531-001;7224;CARBOQUELATO;MOEGA;;;
106;104595;42840;0001;FOSFATO-REATORES;FL-53102G-01;Y-531-002;7224;CARBOQUELATO;FILTRO ;;;
107;104595;102329;;FOSFATO-REATORES;MG-53102G;Y-531-002;7224;CARBOQUELATO;MOEGA-BALANÄA;;;
108;104596;42820;0001;FOSFATO-REATORES;FL-53102H-01;Y-531-002;7224;CARBOQUELATO;FILTRO ;;;
109;104596;102330;;FOSFATO-REATORES;MG-53102H;Y-531-002;7224;CARBOQUELATO;MOEGA;;;
110;104591;102345;;FOSFATO-REATORES;MG-53102C;Y-531-003;7224;CARBOQUELATO;MOEGA;;;
111;104597;1015340;0001;FOSFATO-REATORES;FL-53102I-01;Y-531-004;7224;CARBOQUELATO;FILTRO ;;;
112;104597;102331;;FOSFATO-REATORES;MG-53102I;Y-531-004;7224;CARBOQUELATO;MOEGA-BALANÄA;;;
113;104598;1024060;0001;FOSFATO-REATORES;FL-53102J-01;Y-531-004;7224;CARBOQUELATO;FILTRO ;;;
114;104598;102332;;FOSFATO-REATORES;MG-53102J;Y-531-004;7224;CARBOQUELATO;MOEGA;;;
115;104592;1028970;0001;FOSFATO-REATORES;FL-53102D-01;Y-531-003;7224;CARBOQUELATO;FILTRO ;;;
116;104592;102346;;FOSFATO-REATORES;MG-53102D;Y-531-003;7224;CARBOQUELATO;MOEGA;;;
117;104599;1024070;0001;FOSFATO-REATORES;FL-53102K-01;Y-531-004;7224;CARBOQUELATO;FILTRO ;;;
118;104599;102333;;FOSFATO-REATORES;MG-53102K;Y-531-004;7224;CARBOQUELATO;MOEGA-BALANÄA;;;
119;104600;1025260;0001;FOSFATO-REATORES;FL-53102L-01;Y-531-004;7224;CARBOQUELATO;FILTRO ;;;
120;104600;102334;;FOSFATO-REATORES;MG-53102L;Y-531-004;7224;CARBOQUELATO;MOEGA;;;
121;104601;102875;;FOSFATO-RESFRIADOR-PENEIRAMENTO;MG-53302AE;Y-533-001;7224;CARBOQUELATO;MOEGA;;;
122;104608;33380;;FOSFATO-ESTOCAGEM;CI-58212B;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;CICLONE;;;
123;104602;1102400;;FOSFATO-ESTOCAGEM;TP-58219B;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TRANSPORTADOR PNEUMµTICO ;;;102479
124;104507;1023410;0001;FOSFATO-ESTOCAGEM;FL-58208C-01;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;FILTRO ;;;
125;104507;43180;;FOSFATO-ESTOCAGEM;SI-58208C;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;SILO 5;;;102473
126;104604;33190;;FOSFATO-ESTOCAGEM;CI-58212A;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;CICLONE;;;
127;104603;1102700;;FOSFATO-ESTOCAGEM;TP-58219A;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TRANSPORTADOR PNEUMµTICO ;;;
128;104587;1108400;0001;FOSFATO-ESTOCAGEM;SI-58208B-01;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;FILTRO ;;;
129;104587;41990;;FOSFATO-ESTOCAGEM;SI-58208B;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;SILO 2;;;
130;104683;1024080;0001;FOSFATO-ESTOCAGEM;FL-58208A-01;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;FILTRO ;;;
131;104683;41980;;FOSFATO-ESTOCAGEM;SI-58208A;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;SILO 1;;;
132;104588;62630;;FOSFATO-ESTOCAGEM;CF-58210A;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;CALHA FLUIDIZADA;;;102477
133;104684;57261;;FOSFATO-ESTOCAGEM;EX-58210A-01;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;EXAUSTOR CENTR÷FUGO;;;
134;104684;;0001;FOSFATO-ESTOCAGEM;EX-58210A-01;Y-582-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;MOTOR ELêTRICO ;;;
164;104556;33870;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106E;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
165;104557;1029960;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106D;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
166;104558;1025050;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106C;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
167;104559;1029970;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106B;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
168;104560;1029980;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106A;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
169;104561;1025010;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106J;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
170;104562;1030000;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106L;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
171;104563;1029990;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106H;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
172;104564;1025020;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106G;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
173;104565;1025030;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106F;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
174;104566;1025040;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106O;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
175;104567;33900;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106N;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
176;104568;1029830;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106M;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
177;104569;1029850;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106L;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
178;104570;1029860;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106K;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
179;104571;1029870;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106S;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
180;104572;1029920;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106R;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
181;104573;1029930;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106Q;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
182;104574;1029940;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106P;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO VERTICAL;;;
183;104575;7069420;;FOSFATO-µCIDO FOSF‡RICO;BO-51106E-02;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;BOMBA CENTRIFUGA;;;
184;104575;1014750;0001;FOSFATO-µCIDO FOSF‡RICO;BO-51106E-02;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;MOTOR ELêTRICO ;;5CV;
185;104576;800048232;;FOSFATO-µCIDO FOSF‡RICO;BO-51106U-02;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;BOMBA CENTRIFUGA;;;
186;104576;;0001;FOSFATO-µCIDO FOSF‡RICO;BO-51106U-02;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;MOTOR ELêTRICO ;;;
187;104577;800048228;;FOSFATO-µCIDO FOSF‡RICO;BO-51106U-01;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;BOMBA CENTRIFUGA;;;
188;104577;;0001;FOSFATO-µCIDO FOSF‡RICO;BO-51106U-01;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;MOTOR ELêTRICO ;;;
189;104578;9240;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106Y;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE RETANGULAR;;;102988
190;104520;1020730;;FOSFATO-µCIDO FOSF‡RICO;TQ-51106Z;Y-511-001;7227;ARMAZENAGEM AC. FOSFORICO/FOSFATO;TANQUE CILINDRICO HORIZONTAL;;;
191;104531;102299;;CAL-OXIDO DE CALCIO MOIDO;TP-48219B;Y-482-001;7223;HIDROXIDO DE CALCIO;TRANSPORTADOR PNEUMµTICO ;;;
192;104529;102405;;CAL-OXIDO DE CALCIO MOIDO;SI-48208B;Y-482-001;7223;HIDROXIDO DE CALCIO;SILO METALICO;;;
193;104529;98850;0001;CAL-OXIDO DE CALCIO MOIDO;FL-48208B-01;Y-482-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
194;104530;102298;;CAL-OXIDO DE CALCIO MOIDO;TP-48219A;Y-482-001;7223;HIDROXIDO DE CALCIO;TRANSPORTADOR PNEUMµTICO ;;;
195;104519;102404;;CAL-OXIDO DE CALCIO MOIDO;SI-48208A;Y-482-001;7223;HIDROXIDO DE CALCIO;SILO METALICO;;;
196;104519;42790;0001;CAL-OXIDO DE CALCIO MOIDO;FL-48208A-01;Y-482-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
197;104521;98910;;CAL-PLANTA DE CAL;EC-41214A;Y-412-001;7223;HIDROXIDO DE CALCIO;ELEVADOR DE CANECAS;;;
198;104521;;0001;CAL-PLANTA DE CAL;EC-41214A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
199;104525;1033850;;CAL-PLANTA DE CAL;R0-41216B;Y-412-001;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
200;104525;;0001;CAL-PLANTA DE CAL;R0-41216B;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
201;104526;1024370;;CAL-PLANTA DE CAL;HI-41234A;Y-412-001;7223;HIDROXIDO DE CALCIO;HIDRATADOR;;;
202;104526;81390;0001;CAL-PLANTA DE CAL;HI-41234A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
203;104526;81370;0002;CAL-PLANTA DE CAL;HI-41234A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
204;104526;1029640;0003;CAL-PLANTA DE CAL;HI-41234A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
205;104516;1014780;;CAL-PLANTA DE CAL;FL-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
206;104518;800048230;;CAL-PLANTA DE CAL;BO-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;BOMBA CENTRIFUGA;;;
207;104518;55851;0001;CAL-PLANTA DE CAL;BO-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
208;104514;7048001;;CAL-PLANTA DE CAL;MG-41202A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOEGA;;;
209;104515;1033840;;CAL-PLANTA DE CAL;RO-41216A;Y-412-001;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
210;104515;;0001;CAL-PLANTA DE CAL;RO-41216A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
211;104513;102459;;CAL-PLANTA DE CAL;TC-41209A;Y-412-001;7223;HIDROXIDO DE CALCIO;CORREIA TRANSPORTADORA;;;
212;104513;;0001;CAL-PLANTA DE CAL;TC-41209A;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
213;104511;102460;;CAL-PLANTA DE CAL;FL-41209A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
