ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
797;S/N;7035580;;SAL-ESTOQUE DE SAL;N/D;Y-310-001;7225;ZOOTECNICA;PA-CARREGADEIRA;CASE;;
798;105046;102013;;EXTRUSORA-ESTOCAGEM SOJA;SI-38208A;Y-382-001;7225;ZOOTECNICA;SILO METALICO;;;
799;105046;102012;;EXTRUSORA-ESTOCAGEM SOJA;SI-38208B;Y-382-001;7225;ZOOTECNICA;SILO METALICO;;;
800;105056;102006;;EXTRUSORA-ESTOCAGEM MILHO;EC-38114A;Y-382-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
801;105056;7026410;0001;EXTRUSORA-ESTOCAGEM MILHO;EC-38114A;Y-382-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
802;105056;;0002;EXTRUSORA-ESTOCAGEM MILHO;RO-38116A;Y-381-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
803;105056;7026420;0003;EXTRUSORA-ESTOCAGEM MILHO;RO-38116A;Y-381-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
804;105056;45030;0004;EXTRUSORA-ESTOCAGEM MILHO;MG-38102A;Y-381-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
805;105057;;;EXTRUSORA-ESTOCAGEM MILHO;RO-38116B;Y-381-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
806;105057;1016740;0001;EXTRUSORA-ESTOCAGEM MILHO;RO-38116B;Y-381-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
807;105058;;;EXTRUSORA-ESTOCAGEM MILHO;RO-38116C;Y-381-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
808;105058;1027000;0001;EXTRUSORA-ESTOCAGEM MILHO;RO-38116C;Y-381-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
809;105051;102007;;EXTRUSORA-ESTOCAGEM MILHO;SI-38108A;Y-381-001;7225;ZOOTECNICA;SILO METALICO;;;
810;105052;102008;;EXTRUSORA-ESTOCAGEM MILHO;SI-38108B;Y-381-001;7225;ZOOTECNICA;SILO METALICO;;;
811;105053;102009;;EXTRUSORA-ESTOCAGEM MILHO;SI-38108C;Y-381-001;7225;ZOOTECNICA;SILO METALICO;;;
812;105054;102010;;EXTRUSORA-ESTOCAGEM MILHO;SI-38108D;Y-381-001;7225;ZOOTECNICA;SILO METALICO;;;
813;105055;;;EXTRUSORA-ESTOCAGEM MILHO;SI-38108E;Y-381-001;7225;ZOOTECNICA;SILO METALICO;;;
814;105048;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216A;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
815;105048;80002630;0001;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216A;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
816;105049;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216B;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
817;105049;80002628;0001;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216B;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
818;105050;4130207;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216C;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
819;105050;1101870;0001;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216C;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
820;105007;38310;;EXTRUSORA-EXTRUSORA DE SOJA;MG-32202A;Y-322-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
821;105008;38430;;EXTRUSORA-EXTRUSORA DE SOJA;RD-32202A-01;Y-322-001;7225;ZOOTECNICA;ROSCA DOSADORA;;;
822;105008;1029580;0001;EXTRUSORA-EXTRUSORA DE SOJA;RD-32202A-01;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
823;105009;1020280;;EXTRUSORA-EXTRUSORA DE SOJA;ET-32226A;Y-322-001;7225;ZOOTECNICA;EXTRUSORA;INSTAPRO;9400;
824;105009;167420;0001;EXTRUSORA-EXTRUSORA DE SOJA;UH-3226A-01;Y-322-001;7225;ZOOTECNICA;UNIDADE HIDRAULICA;;;
825;105009;;0002;EXTRUSORA-EXTRUSORA DE SOJA;UH-3226A-01;Y-322-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
826;105016;33390;;EXTRUSORA-EXTRUSORA DE SOJA;CI-32212A;Y-322-001;7225;ZOOTECNICA;CICLONE;;;102266
827;105016;39260;0001;EXTRUSORA-EXTRUSORA DE SOJA;EX-32212A-01;Y-322-001;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
828;105016;;0002;EXTRUSORA-EXTRUSORA DE SOJA;EX-32212A-01;Y-322-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
829;105010;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216D;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
830;105010;;0001;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216D;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
831;105013;1022520;;EXTRUSORA-EXTRUSORA DE SOJA;PR-32227A;Y-322-001;7225;ZOOTECNICA;PRENSA DE SOJA;;;
832;105013;;0001;EXTRUSORA-EXTRUSORA DE SOJA;PR-32227A;Y-322-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
833;105013;;0002;EXTRUSORA-EXTRUSORA DE SOJA;PR-32227A;Y-322-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
834;105013;;0003;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216J;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA VERTICAL;;;
835;105013;;0004;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216J;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
836;105013;;0005;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216J;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
837;105013;;0006;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216J;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
838;105013;6810;0007;EXTRUSORA-EXTRUSORA DE SOJA;TQ-32206A;Y-322-001;7225;ZOOTECNICA;TANQUE HORIZONTAL;;;
839;105011;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216F;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
840;105011;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216F;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
841;105012;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216G;Y-322-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
842;105012;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216G;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
843;105012;11145545;0001;EXTRUSORA-EXTRUSORA DE SOJA;BO-32216G-01;Y-322-001;7225;ZOOTECNICA;BOMBA DOSADORA;;;
844;105012;;0002;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216G;Y-322-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
845;105014;1042080;;EXTRUSORA-EXTRUSORA DE SOJA;MO-32204A;Y-322-001;7225;ZOOTECNICA;MOINHO;;;
846;105014;;;EXTRUSORA-EXTRUSORA DE SOJA;MO-32204A;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
847;105015;80004792;;EXTRUSORA-EXTRUSORA DE SOJA;EC-32214A;Y-322-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
848;105015;;;EXTRUSORA-EXTRUSORA DE SOJA;EC-32214A;Y-322-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
849;105059;;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116A;Y-321-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
850;105059;1028000;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116A;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
851;105060;;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116B;Y-321-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
852;105060;64630;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116B;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
853;105061;11145547;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116C;Y-321-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
854;105061;59222;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116C;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
855;105025;1023941;;EXTRUSORA-EXTRUSORA DE MILHO;MO-32104A;Y-321-001;7225;ZOOTECNICA;MOINHO;;;
856;105025;1014920;0001;EXTRUSORA-EXTRUSORA DE MILHO;MO-32104A;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
857;105025;38340;0002;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102A;Y-321-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
858;105025;41671;0003;EXTRUSORA-EXTRUSORA DE MILHO;VR-32102A-01;Y-321-001;7225;ZOOTECNICA;VALVULA ROTATIVA;;;
859;105026;38350;;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102B;Y-321-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
860;105026;1020150;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116D;Y-321-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
861;105026;7067090;0002;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116D;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
862;105026;7021141;0003;EXTRUSORA-EXTRUSORA DE MILHO;FL-32102B-01;Y-321-001;7225;ZOOTECNICA;FILTRO ;;;
863;105026;1105830;0004;EXTRUSORA-EXTRUSORA DE MILHO;EX-32102B-01;Y-321-001;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
864;105026;;0005;EXTRUSORA-EXTRUSORA DE MILHO;EX-32102B-01;Y-321-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
865;105027;33130;;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114A;Y-321-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;102282
866;105027;;0001;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114A;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
867;105027;38360;0002;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102C;Y-321-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
868;105027;75290;0003;EXTRUSORA-EXTRUSORA DE MILHO;MV-32102C-01;Y-321-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
869;105029;33300;;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114B;Y-321-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
870;105029;7067100;0001;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114B;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR;;;
871;105029;1022600;0002;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102E;Y-321-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
872;105029;75300;0003;EXTRUSORA-EXTRUSORA DE MILHO;MV-32102E-01;Y-321-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
873;105028;1026770;;EXTRUSORA-EXTRUSORA DE MILHO;MI-32107A;Y-321-001;7225;ZOOTECNICA;MISTURADOR;;;
874;105028;;0001;EXTRUSORA-EXTRUSORA DE MILHO;MI-32107A;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
875;105028;7048005;0002;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102D;Y-321-001;7225;ZOOTECNICA;MOEGA BALANÄA;;;
876;105031;41830;;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114C;Y-321-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
877;105031;;0001;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114C;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
878;105030;61131;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116E;Y-321-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
879;105030;;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116E;Y-321-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
880;105020;38330;;EXTRUSORA-EXTRUSORA DE SOJA;MG-32202C;Y-322-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
881;105020;;0001;EXTRUSORA-EXTRUSORA DE SOJA;FL-32202C-01;Y-322-002;7225;ZOOTECNICA;FILTRO CARTUCHO;;;
882;105020;1036760;0002;EXTRUSORA-EXTRUSORA DE SOJA;FL-32202C-02;Y-322-002;7225;ZOOTECNICA;FILTRO ;;;
883;105021;1102860;;EXTRUSORA-EXTRUSORA DE SOJA;TP-32219A;Y-322-002;7225;ZOOTECNICA;TRANSPORTADOR PNEUMµTICO ;;;
884;105018;38320;;EXTRUSORA-EXTRUSORA DE SOJA;MG-32202D;Y-322-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
885;105018;;0001;EXTRUSORA-EXTRUSORA DE SOJA;FL-32202D-01;Y-322-002;7225;ZOOTECNICA;FILTRO CARTUCHO;;;
886;105018;;0002;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216H;Y-322-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
887;105018;;0003;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216H;Y-322-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
888;105019;;;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216I;Y-322-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
889;105019;;0001;EXTRUSORA-EXTRUSORA DE SOJA;RO-32216I;Y-322-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
890;105017;102038;;EXTRUSORA-EXTRUSORA DE SOJA;EC-32214B;Y-322-002;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
891;105017;;0001;EXTRUSORA-EXTRUSORA DE SOJA;EC-32214B;Y-322-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
892;105043;33560;;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102I;Y-321-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
893;105043;57281;0001;EXTRUSORA-EXTRUSORA DE MILHO;RF-32138A;Y-321-002;7225;ZOOTECNICA;RESFRIADOR;;;
894;105043;41681;0002;EXTRUSORA-EXTRUSORA DE MILHO;VR-32112A-01;Y-321-002;7225;ZOOTECNICA;VALVULA ROTATIVA;;;
895;105043;;0003;EXTRUSORA-EXTRUSORA DE MILHO;CI-32112A;Y-321-002;7225;ZOOTECNICA;CICLONE;;;
896;105043;39290;0004;EXTRUSORA-EXTRUSORA DE MILHO;EX-32112A-01;Y-321-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
897;105043;;0005;EXTRUSORA-EXTRUSORA DE MILHO;EX-32112A-01;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
898;105043;;0006;EXTRUSORA-EXTRUSORA DE MILHO;CI-32112B;Y-321-002;7225;ZOOTECNICA;CICLONE;;;
899;105043;;0007;EXTRUSORA-EXTRUSORA DE MILHO;VR-32112B-01;Y-321-002;7225;ZOOTECNICA;VALVULA ROTATIVA;;;
900;105043;;0008;EXTRUSORA-EXTRUSORA DE MILHO;CI-32112C;Y-321-002;7225;ZOOTECNICA;CICLONE;;;
901;105043;39270;0009;EXTRUSORA-EXTRUSORA DE MILHO;EX-32112B-01;Y-321-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
902;105043;;0010;EXTRUSORA-EXTRUSORA DE MILHO;EX-32112B-01;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
903;105042;106250;;EXTRUSORA-EXTRUSORA DE MILHO;TD-32137A;Y-321-002;7225;ZOOTECNICA;TRANSPORTADOR REDLER;;;
904;105042;80002629;0001;EXTRUSORA-EXTRUSORA DE MILHO;TD-32137A;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
905;105040;1015210;;EXTRUSORA-EXTRUSORA DE MILHO;MO-32104B;Y-321-002;7225;ZOOTECNICA;MOINHO;;;
906;105040;80002638;0001;EXTRUSORA-EXTRUSORA DE MILHO;MO-32104B;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
907;105041;4130204;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116G;Y-321-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
908;105041;80002637;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116G;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
909;105032;33510;;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102F;Y-321-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
910;105033;41890;;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114D;Y-321-002;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
911;105033;;0001;EXTRUSORA-EXTRUSORA DE MILHO;EC-32114D;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
912;105034;6870;;EXTRUSORA-EXTRUSORA DE MILHO;TQ-32106A;Y-321-002;7225;ZOOTECNICA;TANQUE VERTICAL;;;
913;105034;;0002;EXTRUSORA-EXTRUSORA DE MILHO;TQ-32106A;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
914;105034;33520;0003;EXTRUSORA-EXTRUSORA DE MILHO;MG-32102G;Y-321-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
915;105034;;0001;EXTRUSORA-EXTRUSORA DE MILHO;AG-32106A-01;Y-321-002;7225;ZOOTECNICA;AGITADOR;;;
916;105035;;;EXTRUSORA-EXTRUSORA DE MILHO;PC-32123A;Y-321-002;7225;ZOOTECNICA;PRE-CONDICIONADOR;;;
917;105035;80002636;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116F;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR;;;
918;105035;;0002;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116F;Y-321-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
919;105035;;0003;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116F;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
920;105036;1020500;;EXTRUSORA-EXTRUSORA DE MILHO;ET-32126A;Y-321-002;7225;ZOOTECNICA;EXTRUSORA;FERRAZ;200;
921;105036;;0001;EXTRUSORA-EXTRUSORA DE MILHO;ET-32126A;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
922;105036;8000591;0002;EXTRUSORA-EXTRUSORA DE MILHO;PL-32124A;Y-321-002;7225;ZOOTECNICA;PELETIZADOR;;;
923;105036;;0003;EXTRUSORA-EXTRUSORA DE MILHO;PL-32124A;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
924;105037;42220;;EXTRUSORA-EXTRUSORA DE MILHO;TC-32109A;Y-321-002;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;102049
925;105037;;0001;EXTRUSORA-EXTRUSORA DE MILHO;TC-32109A;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
926;105038;7011950;;EXTRUSORA-EXTRUSORA DE MILHO;SE-32103A;Y-321-002;7225;ZOOTECNICA;SECADOR;;;
927;105038;;0001;EXTRUSORA-EXTRUSORA DE MILHO;SE-32103A;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
928;105038;;0002;EXTRUSORA-EXTRUSORA DE MILHO;SE-32103A;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
929;105038;7024950;0003;EXTRUSORA-EXTRUSORA DE MILHO;SE-32103A;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO;;;
930;105038;1015350;0004;EXTRUSORA-EXTRUSORA DE MILHO;EX-32103A-01;Y-321-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
931;105038;7025230;0005;EXTRUSORA-EXTRUSORA DE MILHO;EX-32103A-01;Y-321-002;7225;ZOOTECNICA;MOTOR ELêTRICO;;;
932;105039;;;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116H;Y-321-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
933;105039;;0001;EXTRUSORA-EXTRUSORA DE MILHO;RO-32116H;Y-321-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
934;104845;1036900;;PREMIX-ALIMENTAÄ«O DE SILOS;TL-54117A-01;Y-541-001;7225;ZOOTECNICA;TALHA ELêTRICA;;;
935;104847;37270;;PREMIX-ALIMENTAÄ«O DE SILOS;MG-54102A;Y-541-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
936;104847;70629611;0001;PREMIX-ALIMENTAÄ«O DE SILOS;FL-54102A-01;Y-541-001;7225;ZOOTECNICA;FILTRO ;;;
937;104847;43310;0002;PREMIX-ALIMENTAÄ«O DE SILOS;EX-54102A-01;Y-541-001;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
938;104847;63060;0003;PREMIX-ALIMENTAÄ«O DE SILOS;EX-54102A-01;Y-541-001;7225;ZOOTECNICA;MOTOR ELêTRICO;;;
939;104846;8000229;;PREMIX-ALIMENTAÄ«O DE SILOS;DE-54102A-01;Y-541-001;7225;ZOOTECNICA;DESGRUMADOR;;;
940;104846;58661;0001;PREMIX-ALIMENTAÄ«O DE SILOS;DE-54102A-01;Y-541-001;7225;ZOOTECNICA;MOTOR ELêTRICO;;;
941;104848;66422;;PREMIX-ALIMENTAÄ«O DE SILOS;TP-54119A;Y-541-001;7225;ZOOTECNICA;TRANSPORTADOR PNEUMµTICO ;;;
942;104844;1026601;;PREMIX-ALIMENTAÄ«O DE SILOS;TL-54117A-02;Y-541-001;7225;ZOOTECNICA;TALHA ELêTRICA;;;
943;104849;38120;;PREMIX-ALIMENTAÄ«O DE SILOS;MG-54102B;Y-541-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
944;104849;62970;0001;PREMIX-ALIMENTAÄ«O DE SILOS;MV-54102B-01;Y-541-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
945;104849;62980;0002;PREMIX-ALIMENTAÄ«O DE SILOS;MV-54102B-02;Y-541-001;7225;ZOOTECNICA;MOTOVIBRADOR;;;
946;104850;58841;;PREMIX-ALIMENTAÄ«O DE SILOS;TP-54119B;Y-541-001;7225;ZOOTECNICA;TRANSPORTADOR PNEUMµTICO ;;;
947;104864;38180;;PREMIX-PREMIX 1;MG-54202A;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
948;104864;;0001;PREMIX-PREMIX 1;FL-54202A-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
949;104864;;0002;PREMIX-PREMIX 1;FL-54202A-02;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
950;104865;32220;;PREMIX-PREMIX 1;RO-54216A;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
951;104865;;0001;PREMIX-PREMIX 1;RO-54216A;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
952;104862;38170;;PREMIX-PREMIX 1;MG-54202B;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
953;104862;;0001;PREMIX-PREMIX 1;FL-54202B-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
954;104862;;0002;PREMIX-PREMIX 1;FL-54202B-02;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
955;104863;32240;;PREMIX-PREMIX 1;RO-54216B;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
956;104863;;0001;PREMIX-PREMIX 1;RO-54216B;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
957;104858;38150;;PREMIX-PREMIX 1;MG-54202C;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
958;104858;;0001;PREMIX-PREMIX 1;FL-54202C-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
959;104858;;0002;PREMIX-PREMIX 1;FL-54202C-02;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
960;104859;1027850;;PREMIX-PREMIX 1;RO-54216C;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
961;104859;;0001;PREMIX-PREMIX 1;RO-54216C;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
962;104860;38160;;PREMIX-PREMIX 1;MG-54202D;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
963;104860;;0001;PREMIX-PREMIX 1;FL-54202D-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
964;104861;1027860;;PREMIX-PREMIX 1;RO-54216D;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
965;104861;;0001;PREMIX-PREMIX 1;RO-54216D;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
966;104882;1029720;;PREMIX-PREMIX 1;MG-54202E;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
967;104882;;0001;PREMIX-PREMIX 1;FL-54202E-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
968;104882;;0002;PREMIX-PREMIX 1;FL-54202E-02;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
969;104883;37560;;PREMIX-PREMIX 1;RO-54216E;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
970;104883;;0001;PREMIX-PREMIX 1;RO-54216E;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
971;104880;1029710;;PREMIX-PREMIX 1;MG-54202F;Y-542-001;7225;ZOOTECNICA;MOEGA METµLICA;;;
972;104880;;0001;PREMIX-PREMIX 1;FL-54202F-01;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
973;104880;;0002;PREMIX-PREMIX 1;FL-54202F-02;Y-542-001;7225;ZOOTECNICA;FILTRO ;;;
974;104881;37550;;PREMIX-PREMIX 1;RO-54216F;Y-542-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
975;104881;;0001;PREMIX-PREMIX 1;RO-54216F;Y-542-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
976;104866;38190;;PREMIX-PREMIX 1;MG-54202G;Y-542-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
977;104866;;0001;PREMIX-PREMIX 1;FL-54202G-01;Y-542-002;7225;ZOOTECNICA;FILTRO ;;;
978;104867;1022560;;PREMIX-PREMIX 1;RO-54216G;Y-542-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
979;104867;;0001;PREMIX-PREMIX 1;RO-54216G;Y-542-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
980;104878;1029700;;PREMIX-PREMIX 1;MG-54202H;Y-542-002;7225;ZOOTECNICA;MOEGA METµLICA;;;
981;104878;;0001;PREMIX-PREMIX 1;FL-54202H-01;Y-542-002;7225;ZOOTECNICA;FILTRO ;;;
982;104879;37470;;PREMIX-PREMIX 1;RO-54216H;Y-542-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA;;;
